Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
31.5648,0.446515,0.535227,-10.4292,-0.0527826,0.0405306,-1.06392,-1.52187E-05,6.29511E-06,1.06983E-05,-0.11532,0.992845,0.016513,-0.0262033,177.772,357.236,193.304,-0.000390788,-0.118248,-0.00006066,-0.000386051
31.5943,0.345689,0.544376,-11.2914,-0.0714065,0.0533013,-0.994742,-1.51602E-05,6.5415E-06,1.12272E-05,-0.114332,0.992949,0.017402,-0.0260362,177.676,357.264,193.192,7.81575E-05,-0.0811316,1.83494E-05,0.000075973
31.6276,-0.0463889,0.800554,-7.44539,-0.0660854,0.130458,-0.882466,-1.54633E-05,7.45675E-06,1.10137E-05,-0.109114,0.993509,0.0207694,-0.0245678,177.325,357.462,192.594,0.000494998,-0.0958828,0.000161744,0.000467827
31.6601,0.11523,-0.49467,-11.2444,-0.121957,0.150678,-0.976118,-1.53415E-05,8.3835E-06,1.10903E-05,-0.104318,0.993956,0.0219014,-0.0262495,177.187,357.271,192.05,-0.000599207,-0.0854142,-0.000243393,-0.000547548
31.6898,0.324084,0.00914918,-11.0776,-0.0352228,0.0868244,-1.01975,-1.52258E-05,8.66684E-06,1.12377E-05,-0.101844,0.994189,0.021869,-0.0271592,177.187,357.16,191.768,0.000547103,-0.0887451,0.000265663,0.000478272
31.7222,0.756196,0.480332,-4.90799,0.0179884,0.18154,-0.988889,-1.51316E-05,8.91013E-06,1.10302E-05,-0.0956665,0.994706,0.0230151,-0.0296451,177.046,356.872,191.068,-0.000390788,-0.089221,-0.000219444,-0.000323356
31.7552,0.357693,-1.11058,-9.71026,-0.0964158,0.245394,-1.00592,-1.45581E-05,9.78005E-06,1.12166E-05,-0.090496,0.995081,0.0245219,-0.0319862,176.865,356.605,190.486,-5.21052E-05,-0.0942173,-3.31856E-05,-4.01704E-05
31.7845,0.996258,-1.23182,-11.3713,0.0600253,0.157063,-1.03252,-1.44465E-05,1.06169E-05,0.000010839,-0.0866008,0.995384,0.0223502,-0.03481,177.098,356.249,190.04,-0.000130263,-0.0844625,-9.11403E-05,-9.30689E-05
31.8176,0.316882,1.54164,-5.37083,0.144099,0.0474481,-1.04902,-1.43372E-05,0.000011348,1.11822E-05,-0.0789161,0.996019,0.0223369,-0.0349365,177.127,356.212,189.155,0.000599208,-0.1054,0.000461958,0.000381634
31.8501,0.180047,0.150962,-10.6054,0.240944,0.0485123,-1.22302,-1.38592E-05,1.20221E-05,1.10345E-05,-0.0726534,0.996452,0.0191416,-0.0379264,177.491,355.825,188.432,-0.00052105,-0.0908864,-0.000430165,-0.000294027
31.8799,1.82207,0.210431,-15.1539,0.251054,-0.11325,-1.22887,-1.34556E-05,1.25925E-05,1.09863E-05,-0.068602,0.996794,0.0170865,-0.0374541,177.747,355.853,187.956,-5.21047E-05,-0.086128,-0.000045386,-2.55932E-05
31.9124,-0.157722,2.09516,-7.34201,-0.0809845,-0.0775984,-1.05381,-1.45508E-05,1.23411E-05,1.09063E-05,-0.0611768,0.997419,0.0204445,-0.0315249,177.437,356.538,187.097,0.000182368,-0.100165,0.000167013,0.000073243
31.9419,-1.36615,2.68529,-7.11177,-0.176765,0.0112644,-0.968136,-1.44058E-05,1.30541E-05,1.16371E-05,-0.0549512,0.99783,0.0269154,-0.0243243,176.764,357.387,186.378,0.00010421,-0.0875555,9.87306E-05,3.33475E-05
31.9748,-0.904583,0.94694,-9.87002,0.0286307,0.119815,-0.958026,-0.000014593,1.50987E-05,1.29466E-05,-0.0450012,0.99837,0.0296624,-0.018767,176.505,358.006,185.223,-0.000182367,-0.098262,-0.00017767,-4.11263E-05
32.0077,1.35635,-1.41126,-10.1825,-0.117168,-0.0478001,-1.05168,-1.43645E-05,1.57861E-05,1.22804E-05,-0.0356876,0.998762,0.0286627,-0.0194725,176.636,357.888,184.155,-0.000364735,-0.0984999,-0.000361706,-4.69095E-05
32.0376,1.68524,-1.23425,-7.43364,0.0568326,0.0703289,-1.09478,-1.45615E-05,1.57708E-05,1.12784E-05,-0.0302263,0.998903,0.0262166,-0.0243412,176.91,357.304,183.539,0.00031263,-0.0918381,0.000312415,1.16059E-05
32.0693,0.698581,-0.0193988,-11.1011,-0.0777919,0.124604,-1.17885,-1.43625E-05,1.57705E-05,1.10877E-05,-0.0235149,0.998976,0.0262185,-0.0284153,176.916,356.816,182.783,0.000547103,-0.0935036,0.000546234,-0.000030825
32.1009,0.324084,0.381978,-9.46121,-0.0703423,0.299669,-1.13682,-1.45862E-05,1.71914E-05,1.09949E-05,-0.0157966,0.999022,0.0303401,-0.0280018,176.468,356.848,181.909,-0.000442893,-0.0939794,-0.000437896,6.63392E-05
32.1399,-0.644805,1.05216,-9.68206,0.00841038,0.281578,-1.06817,-1.48949E-05,1.82604E-05,1.24431E-05,-0.0104431,0.999062,0.0305583,-0.0288356,176.459,356.734,181.299,5.21052E-05,-0.119913,5.02138E-05,-1.39114E-05
32.1845,0.506531,0.16926,-9.19103,0.0759887,0.10598,-1.05274,-1.39522E-05,1.93992E-05,0.000012369,0.00359507,0.999114,0.0314299,-0.0277607,176.405,356.807,179.688,0.00052105,-0.13514,0.000478815,-0.000205498
32.2208,2.18697,0.0709062,-12.3252,0.137182,-0.0227908,-1.06392,-1.43964E-05,2.07168E-05,1.31386E-05,0.0174365,0.999056,0.0298647,-0.0263099,176.627,356.927,178.091,-0.000833681,-0.112775,-0.000724237,0.000412922
32.2484,1.46678,-0.407375,-8.91379,0.058429,0.0384022,-1.00113,-1.39951E-05,2.07904E-05,1.28454E-05,0.0255413,0.998826,0.0295062,-0.0286965,176.699,356.627,177.168,0.000521051,-0.0837487,0.000429473,-0.000295036
32.2742,0.0456118,0.850874,-9.3273,-0.012342,0.0213746,-0.980907,-1.42924E-05,2.00314E-05,1.21442E-05,0.0327784,0.998626,0.0300386,-0.0277439,176.659,356.711,176.336,0.000234473,-0.0811316,0.000181867,-0.000147992
32.3035,-0.985764,0.768531,-10.9578,-0.100141,0.00594332,-1.04902,-1.52022E-05,2.08739E-05,1.31057E-05,0.0409593,0.998365,0.032706,-0.0228063,176.359,357.236,175.389,-7.81571E-05,-0.0901727,-5.59335E-05,0.000054589
32.33,1.24112,-0.829299,-9.68676,-0.0602321,0.00328275,-1.06605,-0.00001529,2.14004E-05,1.28115E-05,0.0462067,0.99813,0.0323634,-0.0235226,176.416,357.137,174.789,-7.81575E-05,-0.0801799,-5.13819E-05,0.000058894
32.3559,1.39476,-0.274008,-10.354,-0.0506541,0.00647543,-1.1166,-0.000015619,2.17278E-05,1.21226E-05,0.0507023,0.997899,0.0322311,-0.0242414,176.448,357.039,174.275,-0.000156315,-0.0347367,-9.86112E-05,0.000121286
32.3824,0.369696,0.892045,-4.56497,0.0046856,0.0107323,-1.13203,-0.000016063,2.24659E-05,1.26701E-05,0.0552693,0.997601,0.0340531,-0.0240515,176.252,357.034,173.755,-0.00010421,0.00475845,-6.61248E-05,8.05435E-05
32.4142,2.20137,-0.594089,-9.11115,0.145695,-0.00629527,-0.585547,-1.64465E-05,0.000023461,1.28129E-05,0.0693817,0.996561,0.0327129,-0.0313391,176.503,356.158,172.152,-0.000130263,0.000237923,-8.26799E-05,0.00010066
32.4412,1.83648,-0.0897195,-14.2611,0.0791814,-0.0770662,-0.0406642,-1.68386E-05,2.43599E-05,1.31131E-05,0.0849454,0.995333,0.0318098,-0.0329273,176.682,355.931,170.362,0,0.00142754,0,0
32.4708,-0.169319,0.260752,-8.14083,0.0690712,-0.0637634,0.371723,-1.66797E-05,2.49402E-05,1.33828E-05,0.113476,0.992668,0.0291778,-0.0296928,177.059,356.24,167.054,2.60525E-05,0.00166546,1.65982E-05,-2.00807E-05
32.4974,-0.463889,0.537515,-7.5981,0.0563005,0.00807176,0.302016,-0.000016982,2.55702E-05,1.34802E-05,0.132196,0.990464,0.0282143,-0.0266432,177.195,356.547,164.88,2.60525E-05,0.00118961,0.000016622,-0.000020061
32.533,-1.20611,0.619857,-9.64682,-0.0538468,0.0820354,0.107263,-1.69165E-05,2.59773E-05,0.000013301,0.147968,0.988309,0.0279822,-0.0238451,177.23,356.823,163.047,2.60525E-05,0.00166546,1.66554E-05,-2.00333E-05
32.5618,0.602556,0.333945,-9.34609,0.0121352,-0.0100201,-0.13272,-1.72221E-05,2.52585E-05,1.41341E-05,0.166672,0.985376,0.0274764,-0.0223697,177.32,356.948,160.87,-2.60525E-05,0.00118961,-1.66792E-05,2.00134E-05
32.5923,0.89063,0,-9.36019,-0.0176574,0.00115531,-0.0507521,-1.66571E-05,2.59712E-05,1.36679E-05,0.184979,0.982089,0.0275855,-0.02286,177.375,356.841,158.739,-0.000052105,0.00095169,-3.33965E-05,3.99951E-05
32.6181,0.775401,0.205857,-9.54814,0.0169279,-0.00469737,0.0604521,-1.67203E-05,2.57069E-05,1.34164E-05,0.19806,0.979538,0.027333,-0.0230235,177.45,356.794,157.209,0,0.00095169,0,0
32.6438,0.165643,0.487194,-9.19573,-0.000631765,-0.0110814,0.0758742,-1.70289E-05,2.55301E-05,1.30022E-05,0.210636,0.97694,0.0270956,-0.0220409,177.494,356.877,155.734,0,0.00095169,0,0
32.67,0.321683,0.608421,-9.81598,0.000432421,-0.00735463,0.0183978,-1.74901E-05,0.000025411,1.27313E-05,0.221974,0.974447,0.0272936,-0.0208646,177.479,356.975,154.401,-2.60525E-05,0.000713768,-1.67505E-05,1.99538E-05
32.7001,0.576149,0.263039,-9.40718,-0.0022276,0.00807416,-0.0305479,-1.71488E-05,2.56884E-05,1.35213E-05,0.237497,0.970783,0.0275398,-0.0204488,177.489,356.974,152.572,-0.000052105,0.00095169,-0.000033539,3.98757E-05
32.7259,0.340888,0.107503,-9.46826,0.0174584,-0.00310015,0.00191271,-1.67575E-05,2.55374E-05,1.40706E-05,0.247471,0.968314,0.0268185,-0.020194,177.593,356.997,151.391,0,0.00095169,0,0
32.7524,0.151239,0.139525,-9.54579,0.00894169,-0.00788746,0.0253206,-1.67682E-05,2.59582E-05,1.39262E-05,0.257378,0.965764,0.0259676,-0.0195661,177.7,357.068,150.214,0.00291788,0.00666183,0.00189513,-0.00221867
32.7829,4.39074,-0.921444,-11.8976,-0.17038,-0.071208,-0.021508,-1.64502E-05,2.50879E-05,1.27152E-05,0.273127,0.961298,0.0283117,-0.0225089,177.581,356.632,148.349,0.00781576,-0.00428261,0.00505075,-0.00596456
32.8091,5.27416,-1.57373,-8.30764,-0.257647,-0.090364,-0.0247007,-1.63356E-05,2.56653E-05,1.15803E-05,0.285444,0.957363,0.033534,-0.0292068,177.268,355.695,146.898,0.00601813,-0.000713769,0.0038858,-0.00459549
32.8351,4.14587,0.562675,-7.79546,0.0871622,0.0405357,0.0912998,-1.67861E-05,2.57632E-05,1.13347E-05,0.29791,0.953154,0.0378172,-0.0362879,177.095,354.738,145.42,0.0082326,0.00190338,0.00532759,-0.00627634
32.8616,4.05705,1.10705,-11.0071,0.0414006,0.0298934,0.0412812,-1.63267E-05,2.45203E-05,1.04411E-05,0.307983,0.949685,0.0406771,-0.0398898,176.964,354.214,144.218,0.0120363,0.00428261,0.00782831,-0.00914272
32.8911,4.14827,1.242,-9.62803,0.137182,-0.0802502,0.0428771,-1.66162E-05,2.37908E-05,1.06592E-05,0.322142,0.944426,0.0472531,-0.0452879,176.532,353.339,142.533,0.0134431,-0.00190339,0.00872385,-0.010228
32.9271,2.08134,1.33807,-6.99665,0.203696,-0.0930209,0.00562927,-1.64514E-05,2.37866E-05,1.09972E-05,0.330503,0.941372,0.0486919,-0.0470766,176.503,353.061,141.521,0.0152407,0.0064239,0.0099647,-0.0115319
32.9755,-1.63985,0.0754808,-10.1848,0.0509799,-0.055773,-0.0358755,-1.70971E-05,2.54947E-05,1.17539E-05,0.340794,0.93832,0.0432129,-0.0393461,176.872,354.071,140.24,0.0274594,-0.0104686,0.017735,-0.0209639
33.0122,5.0197,-0.969941,-12.0033,-0.0293691,0.156008,-0.0369397,-1.74055E-05,2.48916E-05,1.12409E-05,0.352566,0.93366,0.0425048,-0.0465829,177.315,353.284,138.783,0.0264173,0.000951684,0.0170811,-0.0201521
33.0406,3.62014,-0.264309,-10.7464,-0.0719381,-0.0547088,0.00509716,-1.69331E-05,2.55453E-05,1.13789E-05,0.359399,0.930777,0.0445137,-0.0500557,177.291,352.809,137.944,0.0190965,0.0102307,0.012496,-0.0144404
33.0709,2.55186,-0.181864,-6.10151,0.123347,-0.285646,-0.00235242,-1.72735E-05,2.46659E-05,1.12721E-05,0.369296,0.926793,0.0436909,-0.0525905,177.564,352.545,136.708,0.0240725,-0.012372,0.0155257,-0.0183967
33.0972,1.78366,1.17567,-7.94347,0.182944,-0.263297,-0.0236369,-1.76629E-05,0.000024329,1.13719E-05,0.375268,0.924318,0.0456603,-0.0522073,177.385,352.485,135.978,0.0206075,-0.00166546,0.0132647,-0.0157708
33.1234,0.789804,0.590122,-11.4817,0.0100072,-0.0195893,-0.0433251,-1.76368E-05,2.46463E-05,1.14463E-05,0.378872,0.922998,0.0453506,-0.0497453,177.341,352.75,135.534,0.0209723,-0.0021413,0.0134651,-0.0160788
33.1502,0.561745,0.89662,-11.7684,-0.127278,0.270944,0.0178679,-1.76084E-05,2.53765E-05,1.14987E-05,0.382796,0.92127,0.0475787,-0.0496564,177.131,352.651,135.058,0.0215454,0.00118961,0.0138527,-0.0165018
33.1796,-0.0788611,0.121227,-9.44007,0.135054,0.140577,0.00403293,-1.86512E-05,2.56339E-05,1.21878E-05,0.387208,0.919473,0.0456352,-0.0505634,177.413,352.627,134.493,0.0245675,0.000713776,0.0158092,-0.0188051
33.2054,0.744192,0.791404,-8.25595,0.185072,-0.16326,-0.0491783,-1.82589E-05,2.57468E-05,1.22183E-05,0.390185,0.918418,0.0431229,-0.0490305,177.635,352.894,134.111,0.0215194,0.000475842,0.0138555,-0.0164653
33.2319,1.08268,0.162398,-7.21749,0.0382092,-0.299481,-0.0646096,-1.85408E-05,2.55439E-05,1.22237E-05,0.393269,0.917308,0.041831,-0.0462103,177.669,353.242,133.726,0.0215975,-0.000713767,0.0138941,-0.0165351
33.2583,0.19205,-0.193988,-9.99219,0.0813103,-0.174434,-0.0236369,-1.79422E-05,2.49045E-05,0.00001224,0.395871,0.916447,0.0392406,-0.0432504,177.827,353.665,133.395,0.0221446,-0.000475842,0.014238,-0.0169607
33.2874,-0.487083,0.123514,-10.5302,-0.107058,0.368321,0.136529,-1.78744E-05,2.48619E-05,1.15947E-05,0.400532,0.914468,0.0387923,-0.0426389,177.879,353.739,132.81,0.0253231,0.000475851,0.0162908,-0.0193873
33.3137,-0.443014,-0.32493,-10.2929,-0.0320297,0.278926,0.119501,-1.82948E-05,2.49775E-05,1.18246E-05,0.403693,0.913018,0.0387398,-0.0439279,177.966,353.599,132.408,0.0220665,-0.000237917,0.0141917,-0.0168975
33.34,0.883429,0.985825,-9.42127,0.102063,-0.172306,0.0285101,-1.80307E-05,2.53268E-05,1.19858E-05,0.406778,0.911801,0.0376874,-0.0415979,177.989,353.885,132.022,0.0222228,-0.000237925,0.0142882,-0.0170205
33.3695,1.23872,1.1162,-8.72584,0.0924847,-0.244673,-0.0486462,-1.67598E-05,2.45794E-05,1.18045E-05,0.411152,0.910118,0.0364468,-0.0362105,177.895,354.498,131.478,0.0255315,-0.00237922,0.016369,-0.0195937
33.3957,0.237661,1.027,-8.64831,0.118012,0.0618164,0.0380835,-1.70542E-05,2.48085E-05,1.19706E-05,0.414012,0.908893,0.0357023,-0.0351118,177.938,354.641,131.117,0.0231346,-0.00190339,0.0147985,-0.0177825
33.4226,-0.586819,-0.635311,-8.54728,-0.173586,0.318827,0.0758635,-1.75109E-05,2.49473E-05,1.18237E-05,0.416256,0.907853,0.0351338,-0.0360542,178.056,354.565,130.829,0.0233431,0.000475851,0.0149403,-0.0179356
33.4519,-0.211069,0.409426,-10.744,0.0887457,0.155468,0.0524506,-1.73959E-05,0.000025082,1.21032E-05,0.419558,0.906258,0.0347728,-0.0382008,178.217,354.352,130.404,0.0261828,0.000713767,0.0167722,-0.0201055
33.4777,1.02026,0.775393,-9.15579,0.0328738,-0.191469,-0.0470545,-0.000017203,2.49887E-05,1.20563E-05,0.421866,0.905291,0.0338045,-0.0365273,178.251,354.568,130.112,0.0234994,-0.000951684,0.0150361,-0.0180593
33.504,1.26273,0.324796,-5.58463,-0.0235301,-0.24202,-0.0369443,-1.73483E-05,0.000024805,0.000011882,0.424453,0.904114,0.0340873,-0.0354393,178.184,354.663,129.787,0.0234994,-0.00380676,0.0149672,-0.0181164
33.5395,1.09708,-0.111543,-8.77753,0.140361,-0.0855787,0.00296412,-1.71836E-05,2.44298E-05,0.000011774,0.427004,0.902943,0.0333398,-0.0353562,178.273,354.703,129.461,0.0311328,0.0107065,0.0200849,-0.0237875
33.5696,0.477724,-0.666834,-11.9234,-0.212962,0.309249,0.0976802,-1.73821E-05,2.48108E-05,1.16787E-05,0.430057,0.901493,0.0336424,-0.0350782,178.246,354.711,129.074,0.0282409,-0.0133237,0.0179302,-0.0218188
33.5995,0.54254,-0.00727456,-10.6618,0.0238279,-0.0467345,0.0556433,-1.68649E-05,0.000024926,1.16428E-05,0.43295,0.900089,0.0335592,-0.0356078,178.298,354.655,128.704,0.0266517,0.00166546,0.0169555,-0.0205628
33.6261,0.0672174,0.608421,-6.51031,0.189315,-0.449544,-0.0795133,-1.68717E-05,2.50305E-05,1.11308E-05,0.434414,0.899681,0.0300111,-0.0309425,178.441,355.311,128.516,0.0237599,0.000951684,0.0151332,-0.0183172
33.652,0.410506,0.551238,-5.87831,0.0153141,-0.290442,-0.082706,-1.73953E-05,2.48278E-05,1.15312E-05,0.435819,0.899131,0.0304549,-0.0263999,178.175,355.755,128.348,0.024281,-0.00285507,0.0154115,-0.018763
33.6812,0.297677,0.231017,-11.4935,0.00360765,0.374166,0.0572396,-1.75002E-05,2.43026E-05,1.18833E-05,0.437533,0.898206,0.0316001,-0.0281648,178.154,355.512,128.129,0.0276417,-0.00452053,0.0174479,-0.0214391
33.7077,0.00960248,-0.140641,-13.0347,-0.0719523,0.405029,0.0604323,-1.75339E-05,2.43677E-05,1.20187E-05,0.438879,0.897382,0.0328698,-0.0317868,178.212,355.072,127.954,0.0242288,-0.000475851,0.0152847,-0.0187993
33.734,-0.218028,-0.470421,-10.3658,-0.0256585,-0.0882393,-0.0172562,-1.72965E-05,2.44135E-05,1.18638E-05,0.439562,0.897118,0.0318245,-0.0308608,178.277,355.219,127.865,0.0239944,-0.000713767,0.0151235,-0.0186282
33.7598,0.837817,-0.402525,-5.01606,0.143553,-0.532021,-0.117293,-1.68797E-05,2.47103E-05,1.15254E-05,0.440323,0.896966,0.0278164,-0.0281726,178.558,355.697,127.761,0.0197478,-0.00190339,0.0124177,-0.015355
33.7901,-3.16836,0.128089,-12.1889,0.108434,-0.13134,-0.0310911,-1.74995E-05,2.27723E-05,1.17413E-05,0.440507,0.897245,0.0217966,-0.0207257,178.803,356.767,127.736,0.0020321,0.00285507,0.00128232,-0.00157641
33.8161,-10.0432,2.45884,-25.6865,0.403224,0.605635,-0.163055,-1.80809E-05,2.20626E-05,1.23991E-05,0.438341,0.898408,0.0199411,-0.0179526,178.847,357.149,128.012,0.00020842,1.32894E-10,0.00013152,-0.000161683
33.8425,-13.1466,-3.90159,-5.44131,-0.292247,0.285304,-0.562671,-1.86956E-05,2.21334E-05,1.33137E-05,0.430713,0.902392,0.0119293,-0.00570399,179.048,358.821,128.979,0.00020842,-0.00142754,0.000131289,-0.000161871
33.8719,0.65537,1.63313,0.583094,-0.586505,-0.759765,-0.123147,-1.85108E-05,2.29201E-05,1.34588E-05,0.420459,0.905668,0.0545451,-0.00211898,174.426,357.151,130.332,0.000052105,-0.000475845,0.000032803,-4.04833E-05
33.8981,-1.76278,-2.01748,-7.25039,-0.477954,-0.484663,-0.00661391,-1.89447E-05,2.42597E-05,1.35113E-05,0.421115,0.90346,0.0799439,-0.00551776,171.939,355.567,130.331,0.00020842,0.000475845,0.000131289,-0.000161871
33.9242,-5.91458,0.844012,-27.6788,0.299462,0.0682018,-0.0598252,-0.000019507,2.45803E-05,1.30395E-05,0.420784,0.904164,0.073676,-0.000656444,172.36,356.377,130.329,0.000364735,0.000475845,0.00022989,-0.000283165
33.95,-5.77773,-0.676534,-11.6697,0.170159,1.07549,-0.0241736,-1.90505E-05,2.53358E-05,1.35021E-05,0.419089,0.905343,0.0685428,-0.00445016,173.071,356.244,130.548,0.000130263,-0.000237923,8.20797E-05,-0.00010115
33.9765,-3.36783,-0.356453,-3.10832,0.0568189,0.482717,0.00402834,-1.87688E-05,2.55539E-05,1.35483E-05,0.417948,0.906717,0.0560818,0.00620765,173.86,357.959,130.615,0.00010421,0,6.56637E-05,-8.09198E-05
34.0062,-0.436055,1.53249,-8.30999,0.0871493,-0.213818,-0.0300269,-1.85382E-05,2.51978E-05,1.34956E-05,0.418974,0.906544,0.0504347,0.0097569,174.281,358.592,130.461,-2.60525E-05,-0.000237923,-1.64111E-05,2.02338E-05
34.032,0.326484,1.4044,-12.3816,-0.0389614,-0.325562,0.0242486,-0.000018197,2.52024E-05,1.28055E-05,0.420897,0.905737,0.0481462,0.012988,174.367,359.026,130.199,0,-0.000475845,0,0
34.0582,2.00692,0.47347,-11.7073,0.15526,-0.190405,0.159937,-1.87544E-05,2.54549E-05,1.28434E-05,0.42464,0.904104,0.0460825,0.0123499,174.616,359.037,129.728,-0.000052105,-0.000475845,-3.27837E-05,4.04989E-05
34.0847,1.85568,1.06131,-9.37194,0.119076,0.069266,0.215809,-1.83144E-05,2.58977E-05,1.28876E-05,0.4299,0.901629,0.0466747,0.00851991,174.749,358.581,129.081,-2.60525E-05,0.000237923,-1.63967E-05,2.02456E-05
34.114,1.39476,-0.417075,-8.64596,-0.020335,0.0634051,0.121611,-1.75896E-05,2.59301E-05,1.25953E-05,0.43587,0.898779,0.0469716,0.00266815,175.019,357.928,128.347,0,0,0,0
34.1392,0.883429,-0.482546,-9.50115,0.0520261,-0.0493968,-0.00982006,-1.81138E-05,2.53994E-05,1.27101E-05,0.437544,0.898096,0.0444872,0.000207535,175.403,357.79,128.139,0,0,0,0
34.1655,0.821012,-0.669259,-9.60688,0.032334,-0.0233205,-0.0848377,-1.84492E-05,2.50598E-05,1.27835E-05,0.437756,0.89812,0.0418115,-0.00172163,175.776,357.725,128.113,2.60525E-05,-0.000237923,1.63919E-05,-2.02495E-05
34.1918,-0.552028,0.0823426,-9.65857,0.0344625,0.0400009,-0.134324,-1.89229E-05,2.48385E-05,0.000013072,0.436618,0.898778,0.0394702,-0.00203447,176.031,357.815,128.256,0.000052105,-0.000475845,3.27645E-05,-4.05145E-05
34.2194,-0.306167,0.397989,-9.34609,-0.0256576,0.00912857,-0.0337281,-1.88301E-05,2.46577E-05,1.33335E-05,0.435696,0.899291,0.0380101,-0.000668705,176.111,358.033,128.368,0,0,0,0
34.2447,-0.169319,0.665603,-9.18163,0.0179724,-0.0206657,0.0327813,-1.86298E-05,2.56414E-05,0.000012703,0.436681,0.898846,0.0372114,0.000348123,176.145,358.173,128.238,2.60525E-05,-0.000237923,1.63774E-05,-2.02611E-05
34.2713,0.0288075,0.487194,-9.60923,-0.0118245,0.0101956,0.0450145,-1.85147E-05,2.54823E-05,1.25398E-05,0.438151,0.898143,0.0369098,0.000567903,176.168,358.205,128.05,0,0,0,0
34.2974,0.180047,0.0869172,-9.48706,0.00307474,0.00966069,0.0173383,-1.84259E-05,2.56477E-05,1.29325E-05,0.439341,0.897597,0.0360475,0.000167049,176.279,358.202,127.898,0,0,0,0
34.3229,0.357693,-0.220662,-9.61393,-0.0102268,-0.0036415,-0.0113944,-1.86255E-05,2.62729E-05,1.29352E-05,0.440236,0.897209,0.0347637,-0.000611151,176.453,358.183,127.784,0,0,0,0
34.351,0.0168043,0.00914918,-9.47061,0.00999253,-0.00098148,-0.00500542,-1.91941E-05,2.53758E-05,1.25816E-05,0.4407,0.897063,0.0325657,-0.00128672,176.714,358.223,127.724,0,0,0,0
34.3771,0.0840217,0.306498,-9.49176,0.00999031,-0.00842928,0.00936014,-1.86122E-05,2.53181E-05,1.24679E-05,0.441267,0.896818,0.0316326,-0.00102254,176.798,358.295,127.65,0,0,0,0
34.4031,0.249665,0.484907,-9.49176,0.00307128,0.00380916,0.00988948,-1.87682E-05,2.50078E-05,1.26285E-05,0.441967,0.896482,0.0313724,-0.000958739,176.823,358.312,127.56,0,0,0,0
34.4392,0.223258,0.306498,-9.54344,-0.00703749,0.0048717,-0.00394532,-1.88694E-05,2.45475E-05,1.29764E-05,0.442303,0.896326,0.0311069,-0.00106627,176.856,358.314,127.517,0,0,0,0
34.4843,0.050413,-0.0969941,-9.51995,0.000414772,0.00274308,0.00031418,-1.85411E-05,2.45032E-05,1.29492E-05,0.442523,0.896285,0.0290703,-0.00138632,177.082,358.383,127.487,0,0,0,0
34.5251,0.23286,0.201282,-9.52935,0.00786182,0.000614086,0.00882537,-1.87998E-05,2.44752E-05,1.22613E-05,0.44285,0.896167,0.0276782,-0.0017004,177.242,358.421,127.444,0,0,0,0
34.5602,0.129634,0.317934,-9.5176,-0.00384562,-0.000450179,-0.00447702,-1.83327E-05,2.52445E-05,1.23502E-05,0.4441,0.895565,0.0271428,-0.00160991,177.294,358.453,127.284,0,0,0,0
34.5859,0.108028,0.0869172,-9.5129,-0.00437648,0.00114588,-0.0028798,-1.80563E-05,2.52359E-05,1.25673E-05,0.444688,0.895292,0.0265133,-0.00158709,177.359,358.486,127.208,0,0,0,0
34.6115,0.170444,-0.048497,-9.5364,-0.00277909,0.0022097,0.00297266,-1.76203E-05,2.52345E-05,1.24646E-05,0.445465,0.894931,0.025611,-0.00182399,177.465,358.505,127.108,0,0,0,0
34.6417,0.175245,0.148674,-9.5223,0.00679705,-0.000451017,-0.000753071,-1.76217E-05,2.45083E-05,1.20259E-05,0.446452,0.894471,0.0244545,-0.00219935,177.604,358.523,126.981,0,0,0,0
34.6678,0.146438,0.320221,-9.47766,0.00253941,8.12691E-05,-0.000753019,-1.83908E-05,2.50089E-05,1.20971E-05,0.446893,0.89426,0.0241264,-0.00212462,177.635,358.547,126.924,0,0,0,0
34.6935,0.160842,0.306498,-9.51055,-0.00118534,-0.000450864,-0.000752773,-1.86265E-05,2.48099E-05,1.23912E-05,0.447154,0.894135,0.0239244,-0.00203411,177.652,358.566,126.89,0,0,0,0
34.7204,0.15604,0.130376,-9.5176,-0.00331306,0.00167738,0.00137528,-1.87833E-05,0.000024419,1.25771E-05,0.447179,0.894134,0.0234857,-0.00209585,177.7,358.582,126.887,0,0,0,0
34.7501,0.165643,0.0022873,-9.5364,0.000944527,0.000612799,-0.00181725,-1.87975E-05,0.000025138,1.29972E-05,0.447222,0.894138,0.0224435,-0.00244258,177.824,358.599,126.881,0,0,0,0
34.7759,0.163242,0.139525,-9.52465,0.00413633,-0.000451319,-0.000220794,-1.86265E-05,2.51582E-05,1.24807E-05,0.447454,0.894036,0.0218553,-0.0025817,177.892,358.615,126.851,0,0,0,0
34.8017,0.15364,0.260752,-9.48941,0.00253925,0.00114474,0.00297136,-1.85113E-05,2.54347E-05,1.21525E-05,0.447874,0.893833,0.0215383,-0.00258087,177.925,358.63,126.797,0,0,0,0
34.828,0.170444,0.274476,-9.51055,-0.00065352,0.000612482,0.000842646,-1.84237E-05,2.56172E-05,1.26846E-05,0.448406,0.893571,0.0213662,-0.00251705,177.941,358.644,126.728,0,0,0,0
